plan_id,profile_id,cell,content,steering_condition,repetition,model_key,target_O,target_N,pred_O,pred_N,err_O,err_N,n_words,standardized_mae
gpt-4o-mini__syn_0063__meaningful_relationship__persona_only__r0,syn_0063,,meaningful_relationship,persona_only,0,gpt-4o-mini,77.0,15.0,66.91763,43.29172,-10.082366943359375,28.29172134399414,193,
gpt-4o-mini__syn_0063__meaningful_relationship__liwc_only__r0,syn_0063,,meaningful_relationship,liwc_only,0,gpt-4o-mini,77.0,15.0,43.559486,55.45455,-33.440513610839844,40.454551696777344,187,
gpt-4o-mini__syn_0063__meaningful_relationship__lex_fewshot__r0,syn_0063,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,77.0,15.0,43.50831,50.9316,-33.49169158935547,35.93159866333008,197,
gpt-4o-mini__syn_0063__childhood_memory__liwc_only__r0,syn_0063,,childhood_memory,liwc_only,0,gpt-4o-mini,77.0,15.0,79.09376,46.88435,2.0937576293945312,31.884349822998047,192,
gpt-4o-mini__syn_0063__childhood_memory__persona_liwc__r0,syn_0063,,childhood_memory,persona_liwc,0,gpt-4o-mini,77.0,15.0,63.590694,55.260567,-13.409305572509766,40.26056671142578,211,
gpt-4o-mini__syn_0063__childhood_memory__persona_only__r0,syn_0063,,childhood_memory,persona_only,0,gpt-4o-mini,77.0,15.0,58.677498,70.37764,-18.32250213623047,55.37763977050781,203,
gpt-4o-mini__syn_0063__childhood_memory__lex_fewshot__r0,syn_0063,,childhood_memory,lex_fewshot,0,gpt-4o-mini,77.0,15.0,61.938797,53.31825,-15.061203002929688,38.3182487487793,203,
gpt-4o-mini__syn_0063__turning_point__persona_only__r0,syn_0063,,turning_point,persona_only,0,gpt-4o-mini,77.0,15.0,64.78308,46.718014,-12.2169189453125,31.718013763427734,185,
gpt-4o-mini__syn_0063__turning_point__liwc_only__r0,syn_0063,,turning_point,liwc_only,0,gpt-4o-mini,77.0,15.0,50.557964,54.47406,-26.442035675048828,39.47406005859375,187,
gpt-4o-mini__syn_0063__turning_point__persona_liwc__r0,syn_0063,,turning_point,persona_liwc,0,gpt-4o-mini,77.0,15.0,62.068703,65.136604,-14.931297302246094,50.13660430908203,192,
gpt-4o-mini__syn_0063__turning_point__lex_fewshot__r0,syn_0063,,turning_point,lex_fewshot,0,gpt-4o-mini,77.0,15.0,39.61992,60.56367,-37.38008117675781,45.56367111206055,200,
qwen3-32b__syn_0062__daily_life_change__liwc_only__r0,syn_0062,,daily_life_change,liwc_only,0,qwen3-32b,43.0,7.0,46.93034,24.544712,3.930339813232422,17.54471206665039,110,
deepseek-v3__syn_0064__memorable_journey__liwc_only__r0,syn_0064,,memorable_journey,liwc_only,0,deepseek-v3,61.0,95.0,60.264076,69.82567,-0.7359237670898438,-25.174331665039062,184,
deepseek-v3__syn_0064__memorable_journey__lex_fewshot__r0,syn_0064,,memorable_journey,lex_fewshot,0,deepseek-v3,61.0,95.0,58.195065,44.699295,-2.8049354553222656,-50.30070495605469,163,
deepseek-v3__syn_0064__memorable_journey__persona_liwc__r0,syn_0064,,memorable_journey,persona_liwc,0,deepseek-v3,61.0,95.0,63.3576,86.32292,2.3576011657714844,-8.677078247070312,203,
deepseek-v3__syn_0064__difficult_decision__persona_only__r0,syn_0064,,difficult_decision,persona_only,0,deepseek-v3,61.0,95.0,39.779564,47.08039,-21.220436096191406,-47.91960906982422,220,
deepseek-v3__syn_0064__memorable_journey__persona_only__r0,syn_0064,,memorable_journey,persona_only,0,deepseek-v3,61.0,95.0,61.44598,56.19905,0.4459800720214844,-38.80094909667969,241,
qwen3-32b__syn_0063__childhood_memory__lex_fewshot__r0,syn_0063,,childhood_memory,lex_fewshot,0,qwen3-32b,77.0,15.0,61.056725,50.041737,-15.943275451660156,35.0417366027832,200,
deepseek-v3__syn_0064__difficult_decision__liwc_only__r0,syn_0064,,difficult_decision,liwc_only,0,deepseek-v3,61.0,95.0,37.513737,47.200275,-23.486263275146484,-47.79972457885742,176,
deepseek-v3__syn_0064__difficult_decision__lex_fewshot__r0,syn_0064,,difficult_decision,lex_fewshot,0,deepseek-v3,61.0,95.0,39.66564,59.57878,-21.33435821533203,-35.42121887207031,178,
deepseek-v3__syn_0064__daily_life_change__persona_only__r0,syn_0064,,daily_life_change,persona_only,0,deepseek-v3,61.0,95.0,57.260654,69.70178,-3.7393455505371094,-25.2982177734375,214,
deepseek-v3__syn_0064__difficult_decision__persona_liwc__r0,syn_0064,,difficult_decision,persona_liwc,0,deepseek-v3,61.0,95.0,40.613895,61.54334,-20.386104583740234,-33.456661224365234,202,
deepseek-v3__syn_0064__daily_life_change__liwc_only__r0,syn_0064,,daily_life_change,liwc_only,0,deepseek-v3,61.0,95.0,41.23056,64.45221,-19.769439697265625,-30.54779052734375,183,
deepseek-v3__syn_0064__meaningful_relationship__persona_only__r0,syn_0064,,meaningful_relationship,persona_only,0,deepseek-v3,61.0,95.0,41.418434,68.371414,-19.581565856933594,-26.628585815429688,196,
deepseek-v3__syn_0064__daily_life_change__persona_liwc__r0,syn_0064,,daily_life_change,persona_liwc,0,deepseek-v3,61.0,95.0,47.63521,58.663845,-13.364791870117188,-36.33615493774414,198,
deepseek-v3__syn_0064__daily_life_change__lex_fewshot__r0,syn_0064,,daily_life_change,lex_fewshot,0,deepseek-v3,61.0,95.0,42.026695,70.27885,-18.973304748535156,-24.721153259277344,172,
deepseek-v3__syn_0064__meaningful_relationship__lex_fewshot__r0,syn_0064,,meaningful_relationship,lex_fewshot,0,deepseek-v3,61.0,95.0,44.132286,59.13381,-16.867713928222656,-35.86619186401367,184,
deepseek-v3__syn_0064__meaningful_relationship__persona_liwc__r0,syn_0064,,meaningful_relationship,persona_liwc,0,deepseek-v3,61.0,95.0,39.71347,60.86747,-21.286529541015625,-34.132530212402344,205,
deepseek-v3__syn_0064__meaningful_relationship__liwc_only__r0,syn_0064,,meaningful_relationship,liwc_only,0,deepseek-v3,61.0,95.0,40.015205,43.378895,-20.98479461669922,-51.6211051940918,202,
deepseek-v3__syn_0064__childhood_memory__persona_only__r0,syn_0064,,childhood_memory,persona_only,0,deepseek-v3,61.0,95.0,65.93135,61.757973,4.9313507080078125,-33.242027282714844,192,
deepseek-v3__syn_0064__childhood_memory__lex_fewshot__r0,syn_0064,,childhood_memory,lex_fewshot,0,deepseek-v3,61.0,95.0,56.376923,58.98229,-4.623077392578125,-36.0177116394043,138,
deepseek-v3__syn_0064__childhood_memory__liwc_only__r0,syn_0064,,childhood_memory,liwc_only,0,deepseek-v3,61.0,95.0,73.93213,60.25269,12.93212890625,-34.747310638427734,204,
deepseek-v3__syn_0064__turning_point__liwc_only__r0,syn_0064,,turning_point,liwc_only,0,deepseek-v3,61.0,95.0,52.468536,54.459507,-8.531463623046875,-40.54049301147461,219,
deepseek-v3__syn_0064__turning_point__persona_only__r0,syn_0064,,turning_point,persona_only,0,deepseek-v3,61.0,95.0,68.098175,63.494568,7.098175048828125,-31.50543212890625,190,
deepseek-v3__syn_0064__turning_point__persona_liwc__r0,syn_0064,,turning_point,persona_liwc,0,deepseek-v3,61.0,95.0,61.915337,65.34917,0.9153366088867188,-29.650833129882812,204,
deepseek-v3__syn_0064__turning_point__lex_fewshot__r0,syn_0064,,turning_point,lex_fewshot,0,deepseek-v3,61.0,95.0,58.140625,61.944305,-2.859375,-33.055694580078125,148,
qwen3-32b__syn_0064__memorable_journey__liwc_only__r0,syn_0064,,memorable_journey,liwc_only,0,qwen3-32b,61.0,95.0,70.62692,51.09595,9.626922607421875,-43.904048919677734,234,
qwen3-32b__syn_0064__memorable_journey__lex_fewshot__r0,syn_0064,,memorable_journey,lex_fewshot,0,qwen3-32b,61.0,95.0,61.128227,39.59296,0.12822723388671875,-55.407039642333984,253,
qwen3-32b__syn_0064__difficult_decision__persona_only__r0,syn_0064,,difficult_decision,persona_only,0,qwen3-32b,61.0,95.0,59.704857,61.49704,-1.2951431274414062,-33.502960205078125,197,
qwen3-32b__syn_0064__difficult_decision__lex_fewshot__r0,syn_0064,,difficult_decision,lex_fewshot,0,qwen3-32b,61.0,95.0,47.932854,49.664616,-13.067146301269531,-45.335384368896484,202,
qwen3-32b__syn_0064__memorable_journey__persona_only__r0,syn_0064,,memorable_journey,persona_only,0,qwen3-32b,61.0,95.0,71.025314,70.272705,10.025314331054688,-24.727294921875,191,
qwen3-32b__syn_0064__memorable_journey__persona_liwc__r0,syn_0064,,memorable_journey,persona_liwc,0,qwen3-32b,61.0,95.0,70.509285,56.360813,9.509284973144531,-38.63918685913086,227,
qwen3-32b__syn_0064__daily_life_change__persona_only__r0,syn_0064,,daily_life_change,persona_only,0,qwen3-32b,61.0,95.0,41.82821,70.60593,-19.171791076660156,-24.394073486328125,204,
qwen3-32b__syn_0064__difficult_decision__liwc_only__r0,syn_0064,,difficult_decision,liwc_only,0,qwen3-32b,61.0,95.0,45.854298,52.648655,-15.145702362060547,-42.35134506225586,209,
qwen3-32b__syn_0064__daily_life_change__lex_fewshot__r0,syn_0064,,daily_life_change,lex_fewshot,0,qwen3-32b,61.0,95.0,49.005657,48.295403,-11.994342803955078,-46.70459747314453,217,
qwen3-32b__syn_0064__difficult_decision__persona_liwc__r0,syn_0064,,difficult_decision,persona_liwc,0,qwen3-32b,61.0,95.0,54.605934,46.703926,-6.394065856933594,-48.29607391357422,260,
qwen3-32b__syn_0064__meaningful_relationship__persona_liwc__r0,syn_0064,,meaningful_relationship,persona_liwc,0,qwen3-32b,61.0,95.0,72.11391,68.64402,11.113906860351562,-26.355979919433594,222,
qwen3-32b__syn_0064__meaningful_relationship__persona_only__r0,syn_0064,,meaningful_relationship,persona_only,0,qwen3-32b,61.0,95.0,44.897396,58.318436,-16.102603912353516,-36.68156433105469,228,
qwen3-32b__syn_0064__daily_life_change__liwc_only__r0,syn_0064,,daily_life_change,liwc_only,0,qwen3-32b,61.0,95.0,58.658306,52.833168,-2.341693878173828,-42.166831970214844,2,
qwen3-32b__syn_0064__childhood_memory__persona_only__r0,syn_0064,,childhood_memory,persona_only,0,qwen3-32b,61.0,95.0,64.20372,60.42485,3.2037200927734375,-34.57514953613281,209,
qwen3-32b__syn_0064__childhood_memory__lex_fewshot__r0,syn_0064,,childhood_memory,lex_fewshot,0,qwen3-32b,61.0,95.0,68.789986,52.573135,7.789985656738281,-42.42686462402344,166,
qwen3-32b__syn_0064__childhood_memory__liwc_only__r0,syn_0064,,childhood_memory,liwc_only,0,qwen3-32b,61.0,95.0,48.607445,51.056435,-12.392555236816406,-43.943565368652344,248,
qwen3-32b__syn_0064__daily_life_change__persona_liwc__r0,syn_0064,,daily_life_change,persona_liwc,0,qwen3-32b,61.0,95.0,48.534912,53.652496,-12.465087890625,-41.347503662109375,244,
qwen3-32b__syn_0064__meaningful_relationship__liwc_only__r0,syn_0064,,meaningful_relationship,liwc_only,0,qwen3-32b,61.0,95.0,70.34926,62.670273,9.349258422851562,-32.32972717285156,224,
qwen3-32b__syn_0064__turning_point__lex_fewshot__r0,syn_0064,,turning_point,lex_fewshot,0,qwen3-32b,61.0,95.0,64.44441,53.120728,3.4444122314453125,-41.8792724609375,190,
qwen3-32b__syn_0064__meaningful_relationship__lex_fewshot__r0,syn_0064,,meaningful_relationship,lex_fewshot,0,qwen3-32b,61.0,95.0,56.667,41.32179,-4.333000183105469,-53.6782112121582,558,
gpt-4o-mini__syn_0064__memorable_journey__persona_only__r0,syn_0064,,memorable_journey,persona_only,0,gpt-4o-mini,61.0,95.0,74.757866,69.79981,13.757865905761719,-25.20018768310547,199,
gpt-4o-mini__syn_0064__memorable_journey__liwc_only__r0,syn_0064,,memorable_journey,liwc_only,0,gpt-4o-mini,61.0,95.0,68.45947,59.9678,7.45947265625,-35.03219985961914,197,
gpt-4o-mini__syn_0064__memorable_journey__persona_liwc__r0,syn_0064,,memorable_journey,persona_liwc,0,gpt-4o-mini,61.0,95.0,81.37431,44.164715,20.374313354492188,-50.83528518676758,204,
gpt-4o-mini__syn_0064__memorable_journey__lex_fewshot__r0,syn_0064,,memorable_journey,lex_fewshot,0,gpt-4o-mini,61.0,95.0,65.90527,53.027493,4.9052734375,-41.97250747680664,209,
gpt-4o-mini__syn_0064__difficult_decision__persona_only__r0,syn_0064,,difficult_decision,persona_only,0,gpt-4o-mini,61.0,95.0,50.551266,52.23781,-10.448734283447266,-42.76219177246094,200,
gpt-4o-mini__syn_0064__difficult_decision__liwc_only__r0,syn_0064,,difficult_decision,liwc_only,0,gpt-4o-mini,61.0,95.0,46.317024,53.44809,-14.682975769042969,-41.551910400390625,200,
gpt-4o-mini__syn_0064__difficult_decision__persona_liwc__r0,syn_0064,,difficult_decision,persona_liwc,0,gpt-4o-mini,61.0,95.0,52.300426,65.01518,-8.699573516845703,-29.984817504882812,201,
gpt-4o-mini__syn_0064__difficult_decision__lex_fewshot__r0,syn_0064,,difficult_decision,lex_fewshot,0,gpt-4o-mini,61.0,95.0,42.240513,49.75332,-18.75948715209961,-45.246681213378906,190,
gpt-4o-mini__syn_0064__daily_life_change__persona_only__r0,syn_0064,,daily_life_change,persona_only,0,gpt-4o-mini,61.0,95.0,55.33606,59.36135,-5.6639404296875,-35.638648986816406,193,
qwen3-32b__syn_0064__turning_point__persona_only__r0,syn_0064,,turning_point,persona_only,0,qwen3-32b,61.0,95.0,60.921246,51.74911,-0.07875442504882812,-43.25088882446289,195,
gpt-4o-mini__syn_0064__daily_life_change__liwc_only__r0,syn_0064,,daily_life_change,liwc_only,0,gpt-4o-mini,61.0,95.0,49.926086,47.703743,-11.07391357421875,-47.29625701904297,190,
gpt-4o-mini__syn_0064__daily_life_change__persona_liwc__r0,syn_0064,,daily_life_change,persona_liwc,0,gpt-4o-mini,61.0,95.0,48.34253,74.36747,-12.657470703125,-20.632530212402344,188,
gpt-4o-mini__syn_0064__daily_life_change__lex_fewshot__r0,syn_0064,,daily_life_change,lex_fewshot,0,gpt-4o-mini,61.0,95.0,46.025074,57.894768,-14.974925994873047,-37.10523223876953,195,
gpt-4o-mini__syn_0064__meaningful_relationship__persona_only__r0,syn_0064,,meaningful_relationship,persona_only,0,gpt-4o-mini,61.0,95.0,56.03341,78.84918,-4.966590881347656,-16.15081787109375,196,
gpt-4o-mini__syn_0064__meaningful_relationship__liwc_only__r0,syn_0064,,meaningful_relationship,liwc_only,0,gpt-4o-mini,61.0,95.0,36.597767,66.28728,-24.402233123779297,-28.712722778320312,193,
gpt-4o-mini__syn_0064__meaningful_relationship__lex_fewshot__r0,syn_0064,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,61.0,95.0,51.432022,51.40336,-9.567977905273438,-43.596641540527344,185,
gpt-4o-mini__syn_0064__meaningful_relationship__persona_liwc__r0,syn_0064,,meaningful_relationship,persona_liwc,0,gpt-4o-mini,61.0,95.0,51.65371,55.053963,-9.346290588378906,-39.94603729248047,191,
gpt-4o-mini__syn_0064__childhood_memory__persona_only__r0,syn_0064,,childhood_memory,persona_only,0,gpt-4o-mini,61.0,95.0,60.315536,52.652752,-0.6844635009765625,-42.34724807739258,195,
qwen3-32b__syn_0064__turning_point__liwc_only__r0,syn_0064,,turning_point,liwc_only,0,qwen3-32b,61.0,95.0,63.68074,50.922226,2.6807403564453125,-44.07777404785156,224,
qwen3-32b__syn_0064__childhood_memory__persona_liwc__r0,syn_0064,,childhood_memory,persona_liwc,0,qwen3-32b,61.0,95.0,54.906097,59.030273,-6.093902587890625,-35.9697265625,200,
gpt-4o-mini__syn_0064__childhood_memory__persona_liwc__r0,syn_0064,,childhood_memory,persona_liwc,0,gpt-4o-mini,61.0,95.0,68.98986,56.232548,7.989860534667969,-38.767452239990234,205,
gpt-4o-mini__syn_0064__childhood_memory__liwc_only__r0,syn_0064,,childhood_memory,liwc_only,0,gpt-4o-mini,61.0,95.0,73.57074,56.524284,12.57073974609375,-38.47571563720703,195,
gpt-4o-mini__syn_0064__childhood_memory__lex_fewshot__r0,syn_0064,,childhood_memory,lex_fewshot,0,gpt-4o-mini,61.0,95.0,61.79718,57.01635,0.79718017578125,-37.98365020751953,202,
gpt-4o-mini__syn_0064__turning_point__persona_only__r0,syn_0064,,turning_point,persona_only,0,gpt-4o-mini,61.0,95.0,76.66399,44.60585,15.663986206054688,-50.39414978027344,214,
gpt-4o-mini__syn_0064__turning_point__liwc_only__r0,syn_0064,,turning_point,liwc_only,0,gpt-4o-mini,61.0,95.0,61.09586,75.66547,0.09585952758789062,-19.33453369140625,199,
qwen3-32b__syn_0064__turning_point__persona_liwc__r0,syn_0064,,turning_point,persona_liwc,0,qwen3-32b,61.0,95.0,50.195045,61.486053,-10.804954528808594,-33.513946533203125,194,
gpt-4o-mini__syn_0064__turning_point__persona_liwc__r0,syn_0064,,turning_point,persona_liwc,0,gpt-4o-mini,61.0,95.0,63.433327,56.18238,2.4333267211914062,-38.81761932373047,191,
gpt-4o-mini__syn_0064__turning_point__lex_fewshot__r0,syn_0064,,turning_point,lex_fewshot,0,gpt-4o-mini,61.0,95.0,57.69544,56.96113,-3.3045616149902344,-38.03887176513672,206,
deepseek-v3__syn_0065__memorable_journey__persona_only__r0,syn_0065,,memorable_journey,persona_only,0,deepseek-v3,54.0,18.59756575888667,67.97957,59.419987,13.979568481445312,40.82242096596684,187,
deepseek-v3__syn_0065__memorable_journey__persona_liwc__r0,syn_0065,,memorable_journey,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,58.28352,74.32548,4.283519744873047,55.72791184121098,220,
deepseek-v3__syn_0065__difficult_decision__persona_only__r0,syn_0065,,difficult_decision,persona_only,0,deepseek-v3,54.0,18.59756575888667,45.253834,42.041023,-8.746166229248047,23.44345749550786,199,
deepseek-v3__syn_0065__difficult_decision__persona_liwc__r0,syn_0065,,difficult_decision,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,52.594803,63.18586,-1.4051971435546875,44.58829392128911,213,
deepseek-v3__syn_0065__difficult_decision__lex_fewshot__r0,syn_0065,,difficult_decision,lex_fewshot,0,deepseek-v3,54.0,18.59756575888667,48.559628,40.659676,-5.440372467041016,22.06210983925786,186,
deepseek-v3__syn_0065__daily_life_change__persona_only__r0,syn_0065,,daily_life_change,persona_only,0,deepseek-v3,54.0,18.59756575888667,43.27732,45.911324,-10.722679138183594,27.31375778847661,190,
deepseek-v3__syn_0065__daily_life_change__persona_liwc__r0,syn_0065,,daily_life_change,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,64.07056,59.424133,10.070556640625,40.826567541894576,196,
deepseek-v3__syn_0065__meaningful_relationship__persona_only__r0,syn_0065,,meaningful_relationship,persona_only,0,deepseek-v3,54.0,18.59756575888667,48.799744,52.770714,-5.20025634765625,34.17314804726567,201,
deepseek-v3__syn_0065__daily_life_change__liwc_only__r0,syn_0065,,daily_life_change,liwc_only,0,deepseek-v3,54.0,18.59756575888667,40.458252,63.49654,-13.541748046875,44.898974310693404,118,
deepseek-v3__syn_0065__meaningful_relationship__persona_liwc__r0,syn_0065,,meaningful_relationship,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,59.190525,56.831936,5.190525054931641,38.234370123681686,199,
deepseek-v3__syn_0065__childhood_memory__persona_only__r0,syn_0065,,childhood_memory,persona_only,0,deepseek-v3,54.0,18.59756575888667,56.70055,71.29506,2.700550079345703,52.69749344521489,208,
deepseek-v3__syn_0065__childhood_memory__liwc_only__r0,syn_0065,,childhood_memory,liwc_only,0,deepseek-v3,54.0,18.59756575888667,62.394577,83.05865,8.394577026367188,64.46108139687504,170,
deepseek-v3__syn_0065__turning_point__persona_only__r0,syn_0065,,turning_point,persona_only,0,deepseek-v3,54.0,18.59756575888667,53.135014,63.35157,-0.8649864196777344,44.75400437050786,191,
deepseek-v3__syn_0065__childhood_memory__persona_liwc__r0,syn_0065,,childhood_memory,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,63.649567,80.46991,9.649566650390625,61.872343909082076,197,
deepseek-v3__syn_0065__meaningful_relationship__lex_fewshot__r0,syn_0065,,meaningful_relationship,lex_fewshot,0,deepseek-v3,54.0,18.59756575888667,45.707554,55.490025,-8.29244613647461,36.89245880776372,163,
deepseek-v3__syn_0065__turning_point__liwc_only__r0,syn_0065,,turning_point,liwc_only,0,deepseek-v3,54.0,18.59756575888667,48.1473,48.894173,-5.852699279785156,30.29660690957036,132,
deepseek-v3__syn_0065__turning_point__persona_liwc__r0,syn_0065,,turning_point,persona_liwc,0,deepseek-v3,54.0,18.59756575888667,66.9934,51.280857,12.993400573730469,32.68329132729497,177,
deepseek-v3__syn_0065__turning_point__lex_fewshot__r0,syn_0065,,turning_point,lex_fewshot,0,deepseek-v3,54.0,18.59756575888667,54.68891,66.9033,0.6889114379882812,48.30573166542973,164,
qwen3-32b__syn_0065__difficult_decision__persona_only__r0,syn_0065,,difficult_decision,persona_only,0,qwen3-32b,54.0,18.59756575888667,55.069378,32.270348,1.0693778991699219,13.672781836328173,109,
qwen3-32b__syn_0065__memorable_journey__lex_fewshot__r0,syn_0065,,memorable_journey,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,64.97233,39.19374,10.972328186035156,20.596175085839892,576,
qwen3-32b__syn_0065__memorable_journey__liwc_only__r0,syn_0065,,memorable_journey,liwc_only,0,qwen3-32b,54.0,18.59756575888667,74.24227,58.58847,20.242271423339844,39.9909047000977,264,
qwen3-32b__syn_0065__difficult_decision__liwc_only__r0,syn_0065,,difficult_decision,liwc_only,0,qwen3-32b,54.0,18.59756575888667,43.929115,58.092648,-10.070884704589844,39.49508179360356,255,
qwen3-32b__syn_0065__memorable_journey__persona_liwc__r0,syn_0065,,memorable_journey,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,68.76576,65.90892,14.765762329101562,47.311354529199264,157,
qwen3-32b__syn_0065__difficult_decision__persona_liwc__r0,syn_0065,,difficult_decision,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,49.512363,36.783653,-4.487636566162109,18.186087500390673,576,
qwen3-32b__syn_0065__difficult_decision__lex_fewshot__r0,syn_0065,,difficult_decision,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,37.87873,57.891247,-16.12126922607422,39.29368103676762,246,
qwen3-32b__syn_0065__daily_life_change__persona_liwc__r0,syn_0065,,daily_life_change,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,53.004402,70.43861,-0.9955978393554688,51.84104050332036,195,
qwen3-32b__syn_0065__daily_life_change__lex_fewshot__r0,syn_0065,,daily_life_change,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,53.698265,63.251057,-0.30173492431640625,44.653490912255904,113,
qwen3-32b__syn_0065__memorable_journey__persona_only__r0,syn_0065,,memorable_journey,persona_only,0,qwen3-32b,54.0,18.59756575888667,80.68378,35.83867,26.68377685546875,17.241103064355517,251,
qwen3-32b__syn_0065__daily_life_change__persona_only__r0,syn_0065,,daily_life_change,persona_only,0,qwen3-32b,54.0,18.59756575888667,64.73549,58.78942,10.735488891601562,40.191855322656295,630,
qwen3-32b__syn_0065__daily_life_change__liwc_only__r0,syn_0065,,daily_life_change,liwc_only,0,qwen3-32b,54.0,18.59756575888667,58.762203,64.99015,4.762203216552734,46.39258469277348,222,
qwen3-32b__syn_0065__meaningful_relationship__liwc_only__r0,syn_0065,,meaningful_relationship,liwc_only,0,qwen3-32b,54.0,18.59756575888667,54.834084,50.291206,0.8340835571289062,31.69364060097661,187,
qwen3-32b__syn_0065__meaningful_relationship__persona_only__r0,syn_0065,,meaningful_relationship,persona_only,0,qwen3-32b,54.0,18.59756575888667,54.525196,55.746544,0.5251960754394531,37.14897812539067,201,
qwen3-32b__syn_0065__childhood_memory__liwc_only__r0,syn_0065,,childhood_memory,liwc_only,0,qwen3-32b,54.0,18.59756575888667,56.098705,70.51259,2.098705291748047,51.91502274208989,202,
qwen3-32b__syn_0065__childhood_memory__persona_liwc__r0,syn_0065,,childhood_memory,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,49.874638,41.550804,-4.125362396240234,22.953238379296923,569,
qwen3-32b__syn_0065__childhood_memory__lex_fewshot__r0,syn_0065,,childhood_memory,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,51.62306,34.97311,-2.376941680908203,16.37554444008794,595,
qwen3-32b__syn_0065__turning_point__persona_only__r0,syn_0065,,turning_point,persona_only,0,qwen3-32b,54.0,18.59756575888667,73.70912,53.457596,19.709121704101562,34.86003006630864,188,
qwen3-32b__syn_0065__meaningful_relationship__lex_fewshot__r0,syn_0065,,meaningful_relationship,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,54.353477,44.31765,0.35347747802734375,25.720084082421923,217,
qwen3-32b__syn_0065__meaningful_relationship__persona_liwc__r0,syn_0065,,meaningful_relationship,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,71.876526,60.83487,17.87652587890625,42.23730362587895,199,
qwen3-32b__syn_0065__turning_point__liwc_only__r0,syn_0065,,turning_point,liwc_only,0,qwen3-32b,54.0,18.59756575888667,53.097122,47.253815,-0.9028778076171875,28.656248938378955,204,
gpt-4o-mini__syn_0065__memorable_journey__persona_only__r0,syn_0065,,memorable_journey,persona_only,0,gpt-4o-mini,54.0,18.59756575888667,72.14592,47.84512,18.145919799804688,29.24755371743169,200,
gpt-4o-mini__syn_0065__memorable_journey__liwc_only__r0,syn_0065,,memorable_journey,liwc_only,0,gpt-4o-mini,54.0,18.59756575888667,68.12433,60.322697,14.12432861328125,41.72513092690434,194,
gpt-4o-mini__syn_0065__memorable_journey__persona_liwc__r0,syn_0065,,memorable_journey,persona_liwc,0,gpt-4o-mini,54.0,18.59756575888667,61.63024,52.48768,7.630241394042969,33.89011276894536,182,
gpt-4o-mini__syn_0065__memorable_journey__lex_fewshot__r0,syn_0065,,memorable_journey,lex_fewshot,0,gpt-4o-mini,54.0,18.59756575888667,57.498154,63.37661,3.4981536865234375,44.77904404335942,189,
gpt-4o-mini__syn_0065__difficult_decision__persona_only__r0,syn_0065,,difficult_decision,persona_only,0,gpt-4o-mini,54.0,18.59756575888667,52.782146,42.536423,-1.2178535461425781,23.938856970605517,190,
gpt-4o-mini__syn_0065__difficult_decision__liwc_only__r0,syn_0065,,difficult_decision,liwc_only,0,gpt-4o-mini,54.0,18.59756575888667,43.595253,49.74213,-10.404747009277344,31.144564520654345,193,
qwen3-32b__syn_0065__childhood_memory__persona_only__r0,syn_0065,,childhood_memory,persona_only,0,qwen3-32b,54.0,18.59756575888667,29.630013,54.43746,-24.36998748779297,35.83989609414067,214,
gpt-4o-mini__syn_0065__difficult_decision__persona_liwc__r0,syn_0065,,difficult_decision,persona_liwc,0,gpt-4o-mini,54.0,18.59756575888667,47.79618,54.63424,-6.203819274902344,36.03667343789067,173,
qwen3-32b__syn_0065__turning_point__persona_liwc__r0,syn_0065,,turning_point,persona_liwc,0,qwen3-32b,54.0,18.59756575888667,61.266808,67.61734,7.266807556152344,49.01977432900395,169,
gpt-4o-mini__syn_0065__difficult_decision__lex_fewshot__r0,syn_0065,,difficult_decision,lex_fewshot,0,gpt-4o-mini,54.0,18.59756575888667,39.684837,53.414738,-14.315162658691406,34.81717194252934,190,
gpt-4o-mini__syn_0065__daily_life_change__persona_only__r0,syn_0065,,daily_life_change,persona_only,0,gpt-4o-mini,54.0,18.59756575888667,51.63139,59.428837,-2.368610382080078,40.83127106362309,188,
gpt-4o-mini__syn_0065__daily_life_change__liwc_only__r0,syn_0065,,daily_life_change,liwc_only,0,gpt-4o-mini,54.0,18.59756575888667,55.175556,68.33801,1.1755561828613281,49.740446936425826,200,
qwen3-32b__syn_0065__turning_point__lex_fewshot__r0,syn_0065,,turning_point,lex_fewshot,0,qwen3-32b,54.0,18.59756575888667,50.293915,60.654648,-3.706085205078125,42.057082068261764,49,
